upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P0A7R9,rpsK,8,588.94,13818.36297,7677.0391259699,5265.9086490739,7585.9471822546,5947.7368789297
P0A7S3,rpsL,6,345.34,13710.49079,8054.2987476023,6717.9061025318,7262.6189524585,4991.2776819075
P0A7S9,rpsM,9,608.18,13073.26157,11355.3671974231,7532.9102684146,11954.4433674702,8892.3491551098
P0AG59,rpsN,4,253.95,11555.25364,7569.4983536444,6066.5577761321,8023.2972780434,5511.7866237068
P0ADZ4,rpsO,6,265.95,10244.49567,7889.6749666931,7547.3927917344,8183.5928477325,6185.201197322
P0A7T3,rpsP,6,495.07,9166.93958,18335.2541745302,14358.6509837229,18479.1170457203,15421.3721766117
P0AG63,rpsQ,3,309.62,9680.27267,7638.5583606183,4498.233958531,8235.4318157858,4939.2420215313
P0A7T7,rpsR,4,220.18,8962.83604,10743.7678623672,8550.2970745101,13108.0379502101,10218.0804313822
P0A7U3,rpsS,7,567.71,10405.70428,7129.6653881176,5832.6326071799,6729.4553941608,5512.977295666
P0A7U7,rpsT,4,312.04,9660.30985,11366.1810268845,7470.517093483,7871.817883107,9042.5712494619
P68679,rpsU,7,368.74,8476.71577,12807.6617837152,10119.7258638058,13497.9625270727,8270.8083515041
P0A8R0,rraA,8,435.22,17331.58603,877.7289048364,982.540968741,1468.1104978814,1489.2621452824
P0AF90,rraB,3,153.08,15575.03289,2723.4600507866,2106.7761477554,1841.8814729,2897.123917725
P0AFX4,rsd ,3,153.51,18213.43979,195.2011463524,419.1628216272,88.4778957967,205.210330191
P0AFX7,rseA,3,189.46,24287.99697,214.3638350489,243.4299266413,388.4210548573,365.435734241
P0AFX9,rseB,6,256.27,35709.28651,161.1692610997,165.7681360661,262.9115052426,203.6614017636
P0AEH1,rseP,5,165.1,49022.4098600001,52.3170039673,51.9734964783,79.8160367113,48.9975825189
P39286,rsgA,6,574.1,39150.93052,292.1894282369,219.6388221941,302.1296600082,213.7717793797
P06992,rsmA,4,248.13,30382.61031,235.7999247764,187.1857105886,246.7842406527,239.1863760879
P36929,rsmB,9,544.27,48299.0164800001,233.1161999804,194.2870728962,293.3350779366,226.1071175085
P39406,rsmC,6,303.99,37583.10489,270.0140650569,259.4694457011,367.6497286097,279.4991309261
P0ADX9,rsmD,5,178.53,21646.15383,221.701027802,116.6661350866,192.4998043817,122.250407295
P0AGL7,rsmE,5,227.68,26943.02532,196.2761203907,556.6805368303,606.6288808082,824.6753939817
P0A6U5,rsmG,3,107.88,23398.35848,96.2814270361,84.5634645921,100.2767382327,90.5477553504
P60390,rsmH,10,603.47,34838.18791,417.5906713042,373.4263598278,468.0936668235,455.9570730999
P67087,rsmI,12,909.96,31310.56676,334.4569996635,292.6958589545,316.4995677256,332.7831773223
P0AFR0,rssA,1,50.55,33028.14004,19.0725041155,17.3099532119,20.3760760867,15.5670122599
P52108,rstA,7,294.18,26668.97888,154.6995666763,208.3276240892,109.6023134346,149.6071255327
P18392,rstB,2,55.39,49233.4532400002,40.0639308662,61.4721798743,28.186785333,15.1879226561
P0AA43,rsuA,9,478.81,25831.22795,771.1506213715,622.7032637115,571.3780121628,478.389833128
P0A809,ruvA,2,129.16,22053.72413,255.9760473205,284.2760919431,175.5703780848,311.7104777305
P0A812,ruvB,5,172.68,37132.36379,106.7741956517,88.6605282657,52.8066966753,67.8398333807
P0AFY2,sanA,1,56.74,27251.4063,21.4299775208,26.6088345804,17.9919756703,15.2283284511
Q47622,sapA,1,38.42,61508.4128700001,5.6154184299,9.5550214999,8.7767125848,11.803395509
P0AAH4,sapD,1,58.32,37618.44779,28.7359756406,36.0216385386,43.5162194252,36.7214748481
Q2A0K9,sbcB,2,92.25,53429.9225100001,12.4461576813,15.8042387039,10.0204358243,14.6919071697
P13458,sbcC,5,178.39,118630.96786,30.5931031584,40.2649141291,12.5050132361,16.6645574964
P0AG78,sbp ,11,734.77,36618.84053,788.8298544426,526.8792373339,1005.7750765923,549.677556042
P0AAD6,sdaC,2,116.98,46856.8675500001,86.1336681626,139.6363098355,2.6407601445,2.9562139191
P0AC41,sdhA,34,2805,64363.0869100002,2193.2873999506,4792.8609343839,2450.6459611406,5831.3440337734
P07014,sdhB,19,1215.27,26734.23452,1233.4372923888,3709.0881328953,1639.9079922615,4000.3592257072
P69054,sdhC,4,271.11,14271.78771,266.3698296739,586.0617923796,333.4856612073,684.4578645868
P0AC44,sdhD,2,104.96,12841.03993,245.1693497559,1121.6150596034,628.9742597813,848.4912434728
P10408,secA,41,3148.83,101940.93351,758.0117161132,746.5013935911,876.0312014244,818.1922733802
P0AG86,secB,7,419.55,17248.23475,2998.9435101754,3265.4811396228,3642.2878037556,4169.7655321391
P0AG90,secD,22,1429.96,66572.6758800003,587.8821196832,564.4046589251,648.1809172348,573.6314827605
P0AG96,secE,2,85.34,13616.70772,145.1103104276,147.6681016996,148.9619081302,217.5135327279
P0AG93,secF,7,351.23,35341.59237,635.8070218699,724.81804182,533.7414166847,531.8328590744
P0AG99,secG,4,317.44,11339.85638,2047.5180012254,1606.1446736345,2286.8763285745,1921.7544581183
P0AGA2,secY,12,711.55,48462.1802300001,1228.4377933362,951.4663254623,1544.6536868133,1114.343206345
P0A821,selA,16,835.5,50557.49581,218.7250050055,182.9917209124,250.8428886481,191.5672477793
P14081,selB,18,1014.19,68806.6434900002,226.224730767,213.3230708438,173.0639277124,156.6879297492
P16456,selD,17,1155.92,36645.68535,783.7566029005,935.5514796476,750.2121983361,771.3437374017
P0AFY8,seqA,6,272.58,20284.49411,675.2202106136,546.508720842,495.2880786634,630.8989551045
P0A9T0,serA,21,1615.43,44130.04277,7520.7616786713,3111.0627277087,4772.9127097608,3563.536490613
P0AGB0,serB,5,295,35002.29891,205.902634497,114.4140616926,184.5694940731,97.1061036577
P23721,serC,21,1547.73,39739.97191,5110.399822233,3154.4562068668,3333.1719343763,2990.8397552636
P0A8L1,serS,24,1409.75,48365.5221800001,1616.9938302214,1523.549892655,1557.0429460388,1624.372389558
P39364,sgcQ,3,176.45,29317.84306,61.8937325902,45.7423257572,549.1583393425,170.3659854449
P76350,shiA,2,81.07,47767.92342,59.6083537801,36.3364554385,9.7046644075,18.5983425156
P76502,sixA,1,42.35,17178.5693,19.047957592,85.4297498149,4.2904923775,53.0870856624
P0AEU7,skp ,5,467.41,17659.27147,3494.4443524049,2621.6515137233,4154.2109522629,2712.2399305567
P0C093,slmA,8,309.94,22804.05574,296.6995637467,242.511786163,152.5712065632,265.9196513652
P37194,slp ,6,534.82,20932.71853,697.5235980009,801.9700546509,4562.5348431575,1488.3582392889
P0AGC3,slt ,9,430.16,73288.8195200003,92.2331594036,109.8690474883,139.3492296373,84.2564629942
P0A8W2,slyA,3,282.4,16324.93091,464.0014867352,469.0335197407,437.0333680342,570.3278270532
P0A905,slyB,9,781.71,15574.05822,3105.9169979531,3486.6874134785,7900.880883196,3598.771874331
P0A9K9,slyD,8,566.35,20821.68491,5005.4150025566,5229.0990121929,3661.3160129299,3729.6209132132
P0AGC7,smp ,1,43.04,24049.86809,64.8316328321,61.1034819956,19.5039518719,60.7185602596
P0A937,smpA,2,175.48,12276.16819,1986.5271958964,1601.1147935603,3259.4971212391,1939.1975800776
P0A832,smpB,5,245.08,18239.66906,656.7724505326,510.2633995698,612.5761737305,518.1622416577
P36566,smtA,1,129.57,29777.13487,32.5195397929,26.5099345044,25.1454952603,33.5507780334
P00448,sodA,13,1157.34,23064.63928,7048.5642768297,9550.2998794177,7997.7034066887,9270.1754606312
P0AGD3,sodB,8,564.91,21234.51493,1893.7744412817,2470.1516255396,2372.422525316,2666.7024424461
P0AGD1,sodC,7,227.56,17651.97126,144.354954413,78.9582387509,1564.3019470963,205.3633009986
P15373,sohA,2,138.85,12333.17817,146.0961778943,161.2148558837,234.6055765883,155.2426643344
P0AG14,sohB,13,873.91,39323.6935800001,648.2644894602,452.7909866852,642.7842611563,487.6933808516
P40874,solA,16,877.14,40858.3311600001,703.8194926602,483.0610181156,424.6920459025,411.9395765373
P21170,speA,25,1571.31,73833.4214800002,1244.8288870301,899.3794551099,991.0395855277,986.7628641272
P21169,speC,12,805.67,79347.9322900003,224.7468833832,172.1155623514,156.4609408427,152.324620476
P0A7F6,speD,11,964.9,30347.05278,768.5344293195,721.8426316705,760.9250409318,721.2962973049
P09158,speE,5,339.39,32282.72207,579.0488974823,643.2382821059,530.6903063465,735.2230789807
P0A951,speG,7,330.53,21855.10936,299.654273433,300.4717510544,264.397096482,411.8991422537
P0AG24,spoT,8,345.31,79274.2376000003,138.5366661757,112.2865746272,116.2438584586,97.6784949708
P08395,sppA,7,530.03,67159.1767500002,184.1116257678,166.078522233,173.654466872,131.052994428
P0AFV4,spr ,7,440.8,21008.75296,591.1774063038,1770.3090537132,49.7522252258,87.6648985501
P77754,spy ,9,441.4,18169.28381,687.4989521263,763.9021726117,1290.6906008712,874.8873837772
P68191,sra ,4,159.76,5074.75469,3427.5538133345,3986.7914459983,7074.2490648641,2124.2230530807
P15082,srlR,4,130.89,28200.37293,44.9383852372,70.6783966176,89.2058476035,82.2427769872
P21507,srmB,18,914.02,49865.4506200002,430.503277035,401.8758141715,411.6603040883,417.5083397447
P0AGE0,ssb ,8,505.19,18945.23563,1387.9478428622,1610.4029358673,1241.503574487,1756.7991145258
P31142,sseA,10,675.24,30774.59912,479.043737816,917.4471185505,1212.7276673065,1263.0471009383
P0AFZ1,sseB,3,103.21,28606.57847,157.0775462536,108.6447285989,35.3341309224,64.447150532
P0ACA3,sspA,10,722.12,24271.40368,2010.7790267073,1959.4926209036,2619.6103827071,2180.5928209935
P0AFZ3,sspB,4,284.24,18233.05384,404.9206453634,371.6198504352,363.9804671843,355.5044965465
P0AGE4,sstT,5,374.66,43431.3985400001,391.0690572084,654.5458775633,344.0772960296,744.9423664781
P27306,sthA,21,1634.62,51509.77384,552.9976134137,2416.3462249897,383.12410408,2118.7582188231
P0ACG1,stpA,9,627.66,15319.95488,3040.4927731171,1969.8378329853,2712.6550775512,2246.573009409
P0AFG3,sucA,47,3525.8,104977.525920001,1483.3738550661,2463.2172997881,1435.8726621759,2340.9730865254
P0AFG6,sucB,21,1428.4,43965.9951000001,3036.0751058039,4336.6745320847,3224.9626676482,5084.1675339536
P0A836,sucC,22,1790.4,41348.6413500001,3225.7468053098,7821.0884843274,1937.8149214159,7442.9072650256
P0AGE9,sucD,21,1816.92,29740.52945,4173.1866625438,9747.0717875093,2808.252764881,9825.2891280827
P77667,sufA,2,116.12,13273.47858,511.2136338211,340.2639588419,365.0835678362,400.3463771371
P77522,sufB,13,842.33,54692.5964800001,329.9445558977,339.3477320063,359.7623218052,315.510495407
P77499,sufC,12,841.05,27547.12225,645.4462751486,504.6257478842,714.1576399574,617.6145314453
P77689,sufD,8,537.25,46775.9392900001,311.1871728174,199.60690021,216.1988628528,199.6110310074
P76194,sufE,2,90.65,15772.20615,74.3445572223,43.753261108,69.2984580467,33.1180415586
P26648,sufI,4,214.46,51807.4538100001,59.6376608281,73.0066763038,103.2587588486,86.5101921594
P77444,sufS,9,644.17,44387.51743,358.6485503949,305.2162484524,393.4993180958,376.4094085212
P0ADG4,suhB,20,1120.67,29135.97683,1258.9330664564,971.3492970704,1156.8205075288,1112.7295346616
P75792,supH,5,216.85,30375.58356,167.7570154956,92.7041484439,125.4410442557,78.2006996088
P0ABZ6,surA,21,1223.83,47236.2499600001,789.6166525435,764.847612105,1108.6655854108,1013.0891341591
P0A840,surE,3,86.98,26865.59578,114.5230251125,146.8400116738,95.1953707445,189.7375401738
P0A8U0,syd ,2,93.42,20677.40484,108.6657384193,48.5411334283,85.1657777547,69.9611911144
P05100,tag ,1,51.39,21068.31389,183.4358562692,61.8124187113,50.5494224256,28.2159512246
P0A867,talA,18,1669.82,35618.46965,1122.1365489373,966.5042776598,2516.5901858891,1459.8359859984
P0A870,talB,24,2071.68,35179.30906,5466.0629397438,5703.2650104892,4824.2223745598,6840.297510277
P76145,tam ,2,80.69,28969.46744,60.8689399152,60.6432167612,525.2362703731,249.3072992934
P07017,tar ,2,50.62,59888.5565200001,0.1452089053,75.8442548174,0.7074357333,102.9355285844
P0A9T4,tas ,9,458.3,38457.6131,457.4643277563,522.3674220813,511.5247230571,657.3691725145
P69428,tatA,8,499.47,9640.02352,953.4432407427,1355.5683357651,1331.4421257088,1394.7707262944
P69425,tatB,9,525.05,18391.55204,515.5032035896,594.5242061511,660.3706485984,654.5895904277
P69423,tatC,2,168.62,28839.23798,301.1642928468,269.1559052264,363.1958781529,241.687180212
P0A843,tatE,1,50.83,7001.88159,73.1770867288,65.4219294981,3.7726911975,0.1116804588
P07913,tdh ,7,375.84,37196.83116,244.762167846,291.9697415549,670.2278824574,362.8930840165
P23331,tdk ,4,277.4,23423.6654,335.0109373061,243.5562919158,209.4936570024,259.5814527976
P25397,tehB,5,206.64,22498.4033,214.8574011129,213.477954749,204.2711055773,191.2527405685
P0ADA1,tesA,1,94.34,23589.14381,107.4760562784,76.81655891,102.7796524031,63.7131577482
P0AGG2,tesB,7,447.91,31928.35792,263.1874778584,225.3933947037,399.7460710262,241.8291699723
P77712,tesC,2,84.83,15060.84544,23.5603620697,201.7804534836,89.1001262393,117.1894259456
P0A847,tgt ,18,1148.11,42548.22854,756.5748179455,554.6341012554,773.80874463,623.5293189109
P77718,thiI,11,620.15,54920.7083100001,370.3511885204,218.5631722278,101.5384404483,166.2498325262
P0AGG0,thiL,7,259.41,35030.6783,164.4812330167,221.7023692368,141.7862824111,218.5341494513
P00561,thrA,56,4555.24,89045.7955700003,4987.3654781051,3365.8950537562,3303.364764118,3554.2107559992
P00547,thrB,13,463.67,33583.89194,914.1938992847,662.2287765341,535.704722488,702.5119725765
P00934,thrC,26,2430.6,47066.2141,4635.8469061072,3298.5624636386,3591.367068556,3577.5689709716
P0A8M3,thrS,34,1981.64,73948.7942200002,1011.5481265775,881.8734730995,972.1637694531,989.2781465799
P0A884,thyA,5,279.97,30442.15787,306.6326556329,244.165038226,228.0024326175,241.4214432861
P0A850,tig ,37,2658.55,48144.85133,6178.6404874643,5646.6082893743,5774.805935292,5559.3820883868
P52097,tilS,5,258.69,48156.1349900001,77.661993129,58.4538492417,65.7291784418,56.1007824692
P27302,tktA,22,1714.53,72147.9197900002,1879.7051541935,2299.8805452579,688.0449746467,1821.9735420912
P33570,tktB,18,1302.53,72978.8306500003,707.6039392928,680.5696203992,1419.4183438517,781.088104152
P0AGG8,tldD,6,533.69,51314.1174300002,345.5337702831,250.680532612,382.7801943545,285.2242571168
P0A720,tmk ,9,426.75,23750.43554,210.2165752994,131.3308055617,160.5567010888,158.0746659654
P0A853,tnaA,12,907.81,52721.5789400001,84.6653899254,1390.3044597316,100.8007854537,942.0945710927
P19934,tolA,4,309.29,43112.4772500001,138.8022745849,118.8425945854,133.8935258665,78.8946589477
P0A855,tolB,16,1234.09,45909.1780900001,2276.5531031426,1774.7181063239,2614.9457371195,2136.7708822566
P02930,tolC,20,1542.3,53690.1844700001,1158.6448936967,1248.6578496388,2173.7466736542,1034.5969123033
P0ABU9,tolQ,6,292.92,25563.37328,322.4721249021,457.5924764191,383.4858194456,284.851248716
P0ABV6,tolR,3,127.88,15355.37553,1324.0605216151,1263.3146786101,318.980623693,437.5633133488
P02929,tonB,4,306.22,26059.99904,357.9503817208,212.0065544243,97.26385384,125.5396266175
P06612,topA,27,1569.09,97270.3070700005,410.4364519859,344.8749809384,513.0659529489,407.5492223363
P14294,topB,2,67.17,73153.0460700003,107.4622464989,123.3416322136,51.713951241,116.6854927869
P38684,torR,1,57.19,26198.75434,17.8735582034,17.905557941,17.810396542,17.1204471017
P46923,torZ,1,42.94,88889.8001700004,29.3586664092,27.4399195394,54.8696498166,46.8694264664
P0A858,tpiA,20,1666.05,26936.80958,5693.648915211,5849.4446080219,6231.1902183592,5270.0479887065
P0A862,tpx ,8,796,17806.20497,10224.081062397,8811.4090652437,11081.0527403227,10884.4003284551
P13482,treA,8,417.37,63578.5401800002,152.0899241466,243.8102983945,441.3477967482,319.1474239474
P36672,treB,2,122.95,51029.3258500001,12.6629445584,61.9157040713,3.0069038969,12.3408193403
P36673,treR,1,126.92,34490.8725,17.012520142,16.4272866918,14.5398856224,15.5184363385
P0AGI8,trkA,4,169.97,50318.3725700001,70.6186228547,68.808854026,196.493380675,106.4764929486
P23003,trmA,8,654.47,41922.20891,236.76869895,178.0582795747,223.9539020352,196.0370882427
P0A8I5,trmB,9,339.14,27271.69709,393.1521487624,322.129870391,417.9355337422,365.4048644708
P0A873,trmD,3,187.02,28386.44362,99.1418372481,74.3546815243,68.0513077969,90.3938289902
P0AGJ2,trmH,4,145.54,25308.74949,98.267789185,81.7966117231,66.248952733,87.9957412191
P0AE01,trmJ,6,360.88,27012.85292,378.7084506153,347.5543839189,405.4080824403,352.8309910214
P0A877,trpA,17,1096.67,28688.02998,3056.0095459419,1943.5920167772,1750.9340395287,1860.090267217
P0A879,trpB,21,1555.34,42937.5885400001,2461.1339642255,1820.6313975695,1459.7928538326,1379.9975735336
P00909,trpC,18,1246.92,49312.3410300001,783.9551756604,445.35005069,556.5464137796,419.2990126552
P00904,trpD,14,977.95,56816.2506800001,1224.4923330645,770.2959279274,697.7396494447,620.1588351072
P00895,trpE,25,1360.95,57440.0914300001,1097.4861908839,537.2871912951,737.7464937919,543.7614047289
P77766,trpH,1,60.38,32541.48206,28.6876601373,33.643531105,33.992108188,19.1828154735
P0A881,trpR,3,109.67,12329.43056,133.4423308564,196.7115114993,120.3962167451,206.9178105562
P00954,trpS,16,1241.06,37396.06115,1854.8747055445,1722.0785199832,1424.1984210482,1360.9520621669
P07649,truA,4,164.22,30362.46389,65.6416540787,56.4419635473,82.2467059521,53.8856412829
P60340,truB,5,199.57,35047.11747,116.2533001022,135.6320716621,152.6532908563,156.3110282296
Q57261,truD,11,751.07,39049.19045,320.2951224138,260.9120886804,280.9457444998,219.8168479084
P0AA25,trxA,5,559.69,11781.10045,4564.3894490318,3744.2027686288,6752.8260296865,4801.8958193852
P0A9P4,trxB,15,1346.89,34583.36117,2340.2566742833,1947.2349374858,1569.7401234714,1739.7327033943
P0AGG4,trxC,2,161.1,15526.69435,250.1393179036,197.7851024514,299.1779897135,233.8499489561
P0A6P1,tsf ,33,2461.24,30385.76806,9274.9829539343,6852.5300701446,9355.3282378013,7875.2807590707
P02942,tsr ,1,71.47,59388.25188,4.4591248306,7.9722273958,3.115888043,34.1996621047
P0A927,tsx ,6,408.85,33549.87653,929.2858820178,992.0879751943,1100.1233280453,987.2237491534
P76055,ttcA,8,553.06,35520.02369,442.308781632,411.7003717822,323.6273169522,385.9093021913
P0CE47,tufA,46,3864.53,43238.3027900001,46506.0881267133,43689.8527603384,48513.5678344984,48345.7419713819
P16525,tus ,1,47.3,35743.13016,11.2204881127,9.0050276745,22.4730132932,14.3272103783
P45530,tusB,1,61.3,10693.64124,48.8245925997,37.5040071961,32.1453690044,36.6376360035
P45532,tusD,1,56.04,13614.822,84.9101797458,91.087172867,61.5429131294,49.2624867775
P0AB18,tusE,1,44.36,12384.41873,139.0782913401,120.4102300353,202.3367636285,158.5641876994
P32132,typA,31,2395.27,67295.4701400003,2349.4584338111,1259.9434291597,1954.9315848903,1309.7089833658
P07023,tyrA,15,1179.65,41997.8894,746.0547441432,387.6473515327,233.1966323945,251.6095316937
P04693,tyrB,20,1233.41,43492.11181,1611.6491690493,1522.7565321343,433.7131088451,970.2869351164
P07604,tyrR,14,563.41,57601.7111400001,213.5940893417,207.0642920432,327.2896230647,226.4529891375
P0AGJ9,tyrS,21,1699.73,47479.05081,1762.9699644984,1155.1542919198,1781.993832851,1302.8849032254
P0A6A0,ubiB,3,54.59,63144.4162000001,27.7608246857,33.9892211716,23.3059478601,23.5132051151
P26602,ubiC,5,188.04,18747.04431,1649.6320030314,795.3385691575,40.8428089413,54.5532999363
P0AAB4,ubiD,10,663.98,55550.3027700001,217.9536978462,286.3660908013,230.4950698442,339.5809304262
P0A887,ubiE,12,840.01,28037.26502,802.1051888668,800.7468770345,707.0443403629,692.048396129
P75728,ubiF,6,404.97,42908.0331200001,233.9547533983,262.9156958952,590.0547074096,425.3381650315
P17993,ubiG,7,564.9,26520.48429,804.3144302685,801.479777627,356.7534753526,461.1594442018
P25534,ubiH,5,153.06,42243.5823100001,90.6980340855,114.8166357083,97.9730672186,91.7348940935
P37440,ucpA,7,445.69,27814.33763,84.6386881225,418.649385887,193.6381150748,594.9763973032
P0A8F4,udk ,8,458.21,24319.5763,312.4147087946,292.0454446513,322.9913633414,352.9730622007
P12758,udp ,2,88.24,27123.83212,104.8945828968,55.0506037354,101.9987964096,63.6299744649
P0AG80,ugpB,26,1644.3,48400.0153500001,335.3846509464,788.4053400913,3431.4772864793,1351.2175527769
P10907,ugpC,3,137.06,39480.50397,28.1531608027,62.1434967043,24.6710762287,36.6766592082
P10908,ugpQ,5,265.71,27374.04865,168.0636632014,242.9048715848,215.7003204066,180.1455865367
