bnumber	description	gene name	GLC_BATCH_mu=0.58_S	LB_BATCH_mu=1.9_S	GLYC+AA_BATCH_mu=1.27_S	ACE_BATCH_mu=0.3_S	FUM_BATCH_mu=0.42_S	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.12_S	Stationary phase 1 day	Stationary phase 3 days	GLC+SALTS_BATCH_mu=0.55_S	GLC@42deg_BATCH_mu=0.66_S	GLC@pH6_BATCH_mu=0.63_S	XYL_BATCH_mu=0.55_S	MAN_BATCH_mu=0.47_S	GAL_BATCH_mu=0.26_S	SUCC_BATCH_mu=0.44_S	FRU_BATCH_mu=0.65_S
b2023	Imidazole glycerol phosphate synthase subunit hisH OS=Escherichia coli (strain K12) GN=hisH PE=1 SV=1	hisH	0.0566	0.0271	0.0689	0.0159	0.0266	0.0316	0.0441	0.0317	0.0296	0.0243	0.0254	0.0157	0.0186	0.0221	0.0343	0.0541	0.038	0.0344	0.0357	0.0283	0.0308	0.0377
b2024	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain K12) GN=hisA PE=1 SV=2	hisA	0.0915	0.0259	0.131	0.0298	0.0438	0.0512	0.0705	0.0568	0.0427	0.0381	0.0361	0.0244	0.0154	0.0205	0.0544	0.064	0.0452	0.0324	0.0404	0.0334	0.0425	0.0464
b2025	Imidazole glycerol phosphate synthase subunit hisF OS=Escherichia coli (strain K12) GN=hisF PE=1 SV=1	hisF	0.0485	0.00852	0.0669	0.0132	0.0215	0.028	0.0395	0.0282	0.0215	0.0175	0.0188	0.0122	0.0134	0.0134	0.0331	0.0536	0.0397	0.0311	0.031	0.0262	0.0263	0.0356
b2026	Histidine biosynthesis bifunctional protein HisIE OS=Escherichia coli (strain K12) GN=hisI PE=3 SV=3	hisI	0.0718	0.0163	0.0922	0.0164	0.0271	0.0383	0.0492	0.0335	0.0271	0.022	0.0214	0.0151	0.033	0.0206	0.0507	0.0778	0.0581	0.0537	0.0403	0.0274	0.0379	0.0572
b2027	Chain length determinant protein OS=Escherichia coli (strain K12) GN=wzzB PE=1 SV=2	wzzB	0.099	0.141	0.143	0.0509	0.0765	0.0841	0.0785	0.067	0.0805	0.0628	0.0516	0.0484	0.0703	0.0782	0.0851	0.101	0.116	0.0946	0.0686	0.0646	0.0875	0.0939
b2028	UDP-glucose 6-dehydrogenase OS=Escherichia coli (strain K12) GN=ugd PE=1 SV=1	ugd	0.000718	0.000316		0.000402	0.000109	0.00112	0.00036	0.000408	0.00171	0.000131	0.00899	0.00186	0.0000059	0.00000733	0.0000836	0.00107	0.00017			0.000404	0.00164	
b2029	6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2	gnd	1.2	1.48	1.37	0.47	0.576	0.721	0.712	0.598	0.701	0.445	0.334	0.252	0.467	0.582	0.866	1.4	1.25	1.07	0.622	0.41	0.685	0.881
b2032	Uncharacterized protein yefI OS=Escherichia coli (strain K12) GN=yefI PE=4 SV=1	wbbK	0.0044	0.0128	0.00704	0.00299	0.00411	0.00463	0.00433	0.0036	0.00701	0.00571	0.00384	0.00305	0.00212	0.00185	0.00163	0.00222	0.0018	0.00309	0.00261	0.00185	0.00228	0.00287
b2033	Putative lipopolysaccharide biosynthesis O-acetyl transferase wbbJ OS=Escherichia coli (strain K12) GN=wbbJ PE=3 SV=2	wbbJ	0.00148	0.00593	0.00529	0.00433	0.0052	0.00551	0.00254	0.00361	0.00377	0.0066	0.00536	0.00568	0.000666	0.00245	0.000888	0.00134	0.00201	0.00283	0.0044	0.00422	0.005	0.00259
b2034	Uncharacterized protein yefG OS=Escherichia coli (strain K12) GN=yefG PE=4 SV=1	wbbI	0.0494	0.127	0.0808	0.0238	0.0303	0.0352	0.0353	0.0352	0.0406	0.0321	0.0238	0.0166	0.0119	0.00972	0.0268	0.0389	0.0391	0.0424	0.0368	0.022	0.0355	0.0472
b2036	UDP-galactopyranose mutase OS=Escherichia coli (strain K12) GN=glf PE=1 SV=1	glf	0.0596	0.113	0.0915	0.0433	0.0466	0.044	0.0465	0.0375	0.0465	0.0379	0.0259	0.0214	0.0106	0.01	0.0446	0.0286	0.0474	0.0527	0.0412	0.0212	0.0408	0.0479
b2038	dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) GN=rfbC PE=1 SV=1	rfbC	0.00889	0.0224	0.0165	0.00645	0.00908	0.00696	0.00782	0.0061	0.0065	0.00583	0.0049	0.00416	0.00295	0.00189	0.00701	0.00642	0.00737	0.00923	0.00824	0.00657	0.00912	0.0101
b2039	Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) GN=rmlA1 PE=1 SV=2	rmlA	0.0344	0.0819	0.0654	0.022	0.0262	0.0325	0.0338	0.0207	0.0259	0.0226	0.0179	0.0128	0.0126	0.0137	0.027	0.0319	0.0281	0.0381	0.0234	0.0143	0.025	0.0283
b2040	dTDP-4-dehydrorhamnose reductase OS=Escherichia coli (strain K12) GN=rfbD PE=3 SV=2	rfbD	0.0413	0.0953	0.0746	0.0275	0.0338	0.029	0.0312	0.0258	0.0291	0.0243	0.0171	0.0127	0.0086	0.0066	0.0368	0.0407	0.0363	0.037	0.0296	0.0176	0.037	0.0379
b2041	dTDP-glucose 4,6-dehydratase 1 OS=Escherichia coli (strain K12) GN=rfbB PE=3 SV=2	rfbB	0.0679	0.168	0.127	0.0369	0.0424	0.0415	0.0468	0.0365	0.0391	0.0254	0.0181	0.0143	0.0168	0.014	0.0461	0.0442	0.0421	0.0526	0.0387	0.0217	0.0451	0.0601
b2042	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galF PE=1 SV=1	galF	0.265	0.266	0.256	0.146	0.206	0.206	0.206	0.168	0.178	0.127	0.108	0.0859	0.115	0.125	0.242	0.227	0.215	0.256	0.191	0.145	0.206	0.248
b2060	Tyrosine-protein kinase wzc OS=Escherichia coli (strain K12) GN=wzc PE=1 SV=2	wzc	0.000000594	0.000272	0.00158	0.000000473	0.000000529	0.00000054	0.000000544	0.000000529	0.000000561	0.000000489	0.0000203	0.000000386	0.000000327	0.000000327	0.000016	0.00000062	0.000000607	0.00000058	0.00000343	0.000000457	0.000000538	0.000000617
b2063	UPF0053 protein yegH OS=Escherichia coli (strain K12) GN=yegH PE=3 SV=2	yegH	0.00213	0.0026	0.00223	0.00123	0.00172	0.00222	0.00175	0.0021	0.00159	0.00121	0.00112	0.000876	0.00265	0.00197	0.00724	0.00149	0.00161	0.0038	0.00152	0.000746	0.00108	0.00186
b2064	Protein AsmA OS=Escherichia coli (strain K12) GN=asmA PE=4 SV=2	asmA	0.00281	0.00471	0.00321	0.00365	0.00371	0.00447	0.00382	0.00443	0.0054	0.00489	0.006	0.00544	0.00154	0.00155	0.00125	0.00263	0.00266	0.0031	0.00362	0.00301	0.00392	0.00428
b2065	Deoxycytidine triphosphate deaminase OS=Escherichia coli (strain K12) GN=dcd PE=1 SV=1	dcd	0.0181	0.0227	0.0191	0.0199	0.0245	0.0218	0.0179	0.0188	0.0158	0.0169	0.0156	0.0114	0.00783	0.00898	0.0239	0.0176	0.0223	0.0215	0.02	0.0166	0.0179	0.017
b2066	Uridine kinase OS=Escherichia coli (strain K12) GN=udk PE=3 SV=1	udk	0.00777	0.018	0.0135	0.00552	0.00847	0.00656	0.00826	0.00692	0.00964	0.00676	0.0055	0.00429	0.00388	0.00423	0.00768	0.00837	0.00981	0.00885	0.00698	0.00564	0.0084	0.00992
b2069	Uncharacterized chaperone protein yegD OS=Escherichia coli (strain K12) GN=yegD PE=3 SV=2	yegD	0.00177	0.00392	0.00209	0.000557	0.000487	0.00114	0.000408	0.000268	0.000607	0.000217	0.000226	0.000151	0.0000282	0.0000466	0.000714	0.000166	0.000281	0.000537	0.000257	0.00021	0.000279	0.000552
b2074	Multidrug resistance protein mdtA OS=Escherichia coli (strain K12) GN=mdtA PE=2 SV=2	mdtA	0.00932	0.0052	0.00676	0.00841	0.00876	0.00807	0.00895	0.0062	0.00515	0.00457	0.00393	0.00399	0.00551	0.00551	0.00658	0.0155	0.00839	0.00983	0.00873	0.00816	0.00756	0.0106
b2075	Multidrug resistance protein MdtB OS=Escherichia coli (strain K12) GN=mdtB PE=2 SV=1	mdtB	0.000000819	0.00000125	0.0000461	0.0000877	0.000206	0.000219	0.000205	0.000114	0.000209	0.000182	0.000153	0.000184	0.0000367	0.00000724	0.000000799	0.00000086	0.000000835	0.0000141	0.000663	0.000000625	0.000151	0.000977
b2078	Signal transduction histidine-protein kinase BaeS OS=Escherichia coli (strain K12) GN=baeS PE=3 SV=2	baeS	0.000791	0.00126	0.000732	0.00176	0.00122	0.00103	0.00134	0.000894	0.0011	0.0011	0.00086	0.000952	0.000472	0.00048	0.000639	0.00199	0.000803	0.00112	0.00136	0.000759	0.00113	0.0015
b2079	Transcriptional regulatory protein BaeR OS=Escherichia coli (strain K12) GN=baeR PE=3 SV=1	baeR	0.0127	0.00863	0.00994	0.00754	0.00783	0.00884	0.00829	0.00603	0.00623	0.00539	0.0052	0.00414	0.00431	0.00677	0.0156	0.0199	0.0145	0.0125	0.00824	0.00898	0.00696	0.00998
b2080	UPF0339 protein yegP OS=Escherichia coli (strain K12) GN=yegP PE=1 SV=2	yegP	0.0077	0.00328	0.00221	0.00695	0.00862	0.0108	0.00731	0.00537	0.00706	0.00832	0.00968	0.0125	0.0281	0.0244	0.0145	0.0112	0.0199	0.00611	0.00911	0.0174	0.00632	0.00574
b2081	Uncharacterized protease yegQ OS=Escherichia coli (strain K12) GN=yegQ PE=3 SV=1	yegQ	0.0225	0.0581	0.0232	0.0144	0.0148	0.0168	0.0144	0.0102	0.0187	0.0141	0.0104	0.0101	0.00295	0.00342	0.0175	0.0325	0.0203	0.0214	0.0128	0.007	0.0164	0.0194
b2086	Lipid kinase YegS OS=Escherichia coli (strain K12) GN=yegS PE=1 SV=1	yegS	0.00222	0.00218	0.00241	0.00526	0.00466	0.00407	0.00368	0.00243	0.00353	0.00381	0.00459	0.00503	0.00784	0.00769	0.00616	0.00243	0.00977	0.0042	0.00363	0.00436	0.003	0.00256
b2091	Galactitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=gatD PE=3 SV=1	gatD	0.00796	0.0762	0.0405	0.0673	0.0582	0.0386	0.0383	0.0378	0.0483	0.0819	0.0748	0.0795	0.00587	0.00574	0.00924	0.0148	0.00648	0.0219	0.0463	0.0448	0.0569	0.0255
b2092	Galactitol permease IIC component OS=Escherichia coli (strain K12) GN=gatC PE=1 SV=1	gatC	0.0466	0.286	0.165	0.194	0.241	0.245	0.184	0.22	0.387	0.518	0.384	0.305	0.0141	0.0111	0.0174	0.0257	0.0298	0.0882	0.207	0.0919	0.26	0.164
b2093	Galactitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=gatB PE=1 SV=2	gatB	0.109	0.511	0.504	0.654	0.41	0.345	0.298	0.229	0.709	1.12	0.777	0.585	0.0354	0.0198	0.089	0.0602	0.0734	0.176	0.252	0.329	0.435	0.205
b2094	Galactitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=gatA PE=4 SV=1	gatA	0.159	0.608	0.508	0.635	0.434	0.361	0.378	0.344	0.493	0.545	0.368	0.298	0.0149	0.00913	0.085	0.0433	0.105	0.176	0.287	0.192	0.374	0.223
b2095	D-tagatose-1,6-bisphosphate aldolase subunit gatZ OS=Escherichia coli (strain K12) GN=gatZ PE=1 SV=1	gatZ	0.11	0.963	0.386	0.919	0.431	0.514	0.226	0.492	0.297	0.317	0.207	0.197	0.0225	0.0242	0.0627	0.0794	0.0765	0.2	0.284	0.548	0.454	0.341
b2096	D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) GN=gatY PE=1 SV=1	gatY	0.252	0.583	0.627	1.99	1.38	0.794	0.715	0.873	1.15	1.18	0.842	0.991	0.0466	0.0409	0.135	0.0954	0.199	0.376	1.02	0.806	1.31	0.628
b2097	Fructose-bisphosphate aldolase class 1 OS=Escherichia coli (strain K12) GN=fbaB PE=1 SV=2	fbaB	0.137	0.0747	0.0845	0.267	0.269	0.214	0.213	0.208	0.227	0.234	0.267	0.289	0.246	0.285	0.265	0.27	0.413	0.176	0.271	0.285	0.238	0.157
b2101	Uncharacterized HTH-type transcriptional regulator yegW OS=Escherichia coli (strain K12) GN=yegW PE=1 SV=1	yegW	0.00303	0.00313		0.00191	0.00358	0.00324	0.00181	0.00253	0.00299	0.00423	0.00251	0.00123	0.000829	0.000877	0.00216	0.00209	0.00344			0.00164	0.00315	
b2103	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase OS=Escherichia coli (strain K12) GN=thiD PE=1 SV=1	thiD	0.00132	0.00678		0.000545	0.000937	0.000708	0.00266	0.0012	0.000465	0.000563	0.000458	0.000382	0.000158	0.000147	0.001	0.00116	0.000449			0.000275	0.000976	
b2104	Hydroxyethylthiazole kinase OS=Escherichia coli (strain K12) GN=thiM PE=3 SV=1	thiM	0.000158	0.00491		0.000146	0.000252	0.000284	0.000125	0.000112	0.0000925	0.000115	0	0.0000303	0.00000108	0.0000136	0.0000239	0.0000284	0.000091			0.0000355	0.0000758	
b2105	Transcriptional repressor rcnR OS=Escherichia coli (strain K12) GN=rcnR PE=1 SV=1	rcnR	0.00829	0.00213	0.00558	0.00563	0.00673	0.00662	0.00661	0.0073	0.00435	0.0044	0.00431	0.00405	0.00564	0.00706	0.00937	0.00808	0.00799	0.00566	0.00487	0.00474	0.00488	0.00376
b2107	Uncharacterized protein yohN OS=Escherichia coli (strain K12) GN=yohN PE=4 SV=1	rcnB	0.00918	0.0182	0.0125	0.00755	0.00858	0.0101	0.00903	0.00958	0.00874	0.0072	0.0073	0.00589	0.0109	0.00852	0.0125	0.0138	0.0162	0.00911	0.00762	0.00808	0.00811	0.00971
b2113	Protein mrp OS=Escherichia coli (strain K12) GN=mrp PE=3 SV=1	mrp	0.0872	0.137	0.0961	0.0467	0.0572	0.0667	0.0618	0.0602	0.0528	0.0381	0.0312	0.0274	0.0331	0.0276	0.0613	0.107	0.0989	0.0708	0.0585	0.0484	0.0632	0.0805
b2114	Methionyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=metG PE=1 SV=2	metG	0.263	0.325	0.241	0.138	0.161	0.169	0.186	0.179	0.19	0.15	0.123	0.106	0.0837	0.0897	0.166	0.283	0.205	0.211	0.187	0.13	0.164	0.243
b2124	Uncharacterized protein yehS OS=Escherichia coli (strain K12) GN=yehS PE=4 SV=1	yehS	0.000984	0.00243	0.000497	0.000541	0.000559	0.000618	0.00111	0.000713	0.000631	0.000469	0.00036	0.000526	0.000522	0.000384	0.000543	0.000735	0.000361	0.000684	0.000399	0.000348	0.000458	0.000677
b2125	Uncharacterized response regulatory protein yehT OS=Escherichia coli (strain K12) GN=yehT PE=3 SV=1	yehT	0.0000789	0.00089	0.000527	0.000411	0.000399	0.000409	0.000467	0.000637	0.000429	0.000426	0.00036	0.000339	0.000164	0.0000121	0.0000402	0.0000365	0.0000715	0.000224	0.000373	0.00029	0.000497	0.000323
b2126	Inner membrane protein yehU OS=Escherichia coli (strain K12) GN=yehU PE=1 SV=1	yehU	0.000000746	0.0000607	0.000161	0.000192	0.000121	0.000000691	0.000138	0.000466	0.000552	0.000385	0.000409	0.000432	0.000000411	0.000000415	0.000000721	0.0000153	0.0000213	0.0000675	0.0000201	0.0000132	0.000058	0.000000778
b2129	Putative osmoprotectant uptake system ATP-binding protein YehX OS=Escherichia coli (strain K12) GN=yehX PE=2 SV=1	yehX	0.00673	0.00406		0.00158	0.00663	0.00541	0.00951	0.00696	0.0066	0.0136	0.00241	0.00901	0.000428	0.0103	0.00422	0.0046	0.00875			0.00526	0.0063	
b2131	Putative osmoprotectant uptake system substrate-binding protein osmF OS=Escherichia coli (strain K12) GN=osmF PE=2 SV=1	osmF	0.0064	0.00412	0.00527	0.00519	0.00838	0.00859	0.00736	0.00576	0.0054	0.00707	0.00858	0.00878	0.00865	0.00723	0.0162	0.00831	0.0129	0.00671	0.0119	0.0154	0.0101	0.00761
b2132	Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) GN=bglX PE=1 SV=2	bglX	0.0218	0.0449	0.0359	0.0161	0.0192	0.0173	0.0207	0.0218	0.0156	0.0139	0.011	0.00773	0.00794	0.00751	0.0131	0.0168	0.012	0.019	0.0165	0.0103	0.0161	0.0175
b2133	D-lactate dehydrogenase OS=Escherichia coli (strain K12) GN=dld PE=1 SV=3	dld	0.0652	0.0481	0.0663	0.072	0.074	0.0618	0.0597	0.0619	0.0707	0.0669	0.0559	0.0634	0.0425	0.0472	0.0692	0.0458	0.0646	0.0801	0.0614	0.0551	0.0647	0.0587
b2134	D-alanyl-D-alanine endopeptidase OS=Escherichia coli (strain K12) GN=pbpG PE=1 SV=2	pbpG	0.000000475	0.000000744	0.000000649	0.000000385	0.000000426	0.000000443	0.000000443	0.00000425	0.000000449	0.000000967	0.00000142	0.00000258	0.0000105	0.0000012	0.00000171	0.0000052	0.000000495	0.00000164	0.000000449	0.00000237	0.000000433	0.00000292
b2137	Uncharacterized oxidoreductase yohF OS=Escherichia coli (strain K12) GN=yohF PE=3 SV=2	yohF	0.0032	0.0022	0.0018	0.00341	0.003	0.00387	0.00272	0.00155	0.00153	0.00248	0.00431	0.0066	0.00416	0.00444	0.00332	0.00101	0.00284	0.000596	0.00201	0.00289	0.00184	0.00121
b2140	tRNA-dihydrouridine synthase C OS=Escherichia coli (strain K12) GN=dusC PE=1 SV=1	dusC	0.000000495	0.000000777	0.000374	0.000000397	0.000000439	0.000000454	0.000000461	0.000000426	0.0000006	0.000000416	0.000000361	0.000000327	0.000000281	0.000000274	0.000000489	0.000000534	0.00000835	0.000000482	0.00000046	0.000000385	0.000000943	0.00000051
b2143	Cytidine deaminase OS=Escherichia coli (strain K12) GN=cdd PE=1 SV=1	cdd	0.0134	0.177	0.0104	0.0128	0.0147	0.0148	0.011	0.00974	0.0132	0.0165	0.018	0.0231	0.039	0.0444	0.0347	0.0269	0.0431	0.0172	0.017	0.0103	0.0122	0.0104
b2146	Uncharacterized oxidoreductase yeiT OS=Escherichia coli (strain K12) GN=yeiT PE=4 SV=1	preT	0.0000795	0.00743	0.0000758	0.000143	0.00009	0.0000612	0.0000295	0.000103	0.0000781	0.000027	0.0000408	0.0000313	0.0000392	0.000000251	0.000115	0.0000462	0.000000457	0.0000654	0.0000718	0.000123	0.0000761	0.0000813
b2148	Galactoside transport system permease protein mglC OS=Escherichia coli (strain K12) GN=mglC PE=1 SV=1	mglC	0.0000315	0.00202	0.00125	0.000484	0.000848	0.000753	0.000615	0.00071	0.00208	0.00151	0.00188	0.00119	0.0000178	0.00000164	0.0000298	0.0000383	0.0000136	0.000143	0.00145	0.00315	0.000855	0.000308
b2149	Galactose/methyl galactoside import ATP-binding protein MglA OS=Escherichia coli (strain K12) GN=mglA PE=1 SV=1	mglA	0.00237	0.0314	0.0211	0.0107	0.0221	0.019	0.0159	0.0197	0.0337	0.0452	0.0363	0.0365	0.00222	0.00194	0.00211	0.00398	0.00175	0.00801	0.031	0.0499	0.0233	0.0115
b2150	D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=mglB PE=1 SV=1	mglB	0.191	1.19	1.29	1.16	1.7	1.05	1.04	1.07	1.23	1.75	1.41	1.17	0.21	0.164	0.153	0.195	0.18	0.335	2.16	5.14	1.6	0.575
b2151	HTH-type transcriptional regulator galS OS=Escherichia coli (strain K12) GN=galS PE=1 SV=2	galS	0.000000528	0.000000815	0.000000723	0.0000309	0.000000466	0.000000491	0.000000483	0.000000463	0.000000501	0.00000752	0.00000705	0.000000347	0.000000293	0.000000296	0.000000517	0.000000553	0.000000544	0.000000521	0.000000496	0.000173	0.0000106	0.000000553
b2153	GTP cyclohydrolase 1 OS=Escherichia coli (strain K12) GN=folE PE=1 SV=2	folE	0.584	0.0683	0.106	0.12	0.2	0.24	0.282	0.21	0.238	0.131	0.0859	0.0533	0.0423	0.0474	0.418	0.28	0.404	0.412	0.175	0.143	0.216	0.362
b2154	S-formylglutathione hydrolase yeiG OS=Escherichia coli (strain K12) GN=yeiG PE=1 SV=1	yeiG	0.0067	0.00467	0.00753	0.00775	0.00816	0.0087	0.00868	0.00705	0.0122	0.01	0.00743	0.00617	0.00544	0.00388	0.0104	0.00525	0.00693	0.00668	0.00934	0.00717	0.00879	0.00799
b2155	Colicin I receptor OS=Escherichia coli (strain K12) GN=cirA PE=1 SV=2	cirA	0.0705	0.0334	0.13	0.0287	0.051	0.103	0.0581	0.0432	0.045	0.0309	0.0143	0.0137	0.382	0.375	0.662	0.0519	0.0546	0.308	0.0455	0.022	0.053	0.106
b2157	Uncharacterized HTH-type transcriptional regulator yeiE OS=Escherichia coli (strain K12) GN=yeiE PE=4 SV=1	yeiE	0.00663	0.00872	0.00562	0.00357	0.00364	0.00373	0.00401	0.00248	0.00327	0.00242	0.00246	0.00203	0.00157	0.00117	0.0015	0.00288	0.00226	0.00194	0.00188	0.00156	0.00149	0.00227
b2159	Endonuclease 4 OS=Escherichia coli (strain K12) GN=nfo PE=1 SV=1	nfo	0.0107	0.0147	0.0178	0.00645	0.00779	0.0119	0.0103	0.0107	0.00984	0.0081	0.00662	0.00556	0.0139	0.011	0.0264	0.0227	0.0233	0.0196	0.0124	0.0128	0.0118	0.0137
b2165	Pseudouridine-5'-phosphate glycosidase OS=Escherichia coli (strain K12) GN=psuG PE=1 SV=1	psuG	0.000387	0.00472	0.00536	0.00146	0.00338	0.00368	0.00224	0.00159	0.00334	0.00746	0.00757	0.00374	0.000923	0.000221	0.00241	0.00025	0.000311	0.000206	0.0034	0.00245	0.00399	0.00172
b2167	PTS system fructose-specific EIIBC component OS=Escherichia coli (strain K12) GN=fruA PE=4 SV=1	fruA	0.0165	0.0272	0.0178	0.0115	0.0134	0.0279	0.0158	0.0114	0.0228	0.0203	0.0217	0.0231	0.0159	0.0198	0.0208	0.0257	0.0161	0.0219	0.0199	0.0167	0.0133	0.321
b2168	1-phosphofructokinase OS=Escherichia coli (strain K12) GN=fruK PE=3 SV=1	fruK	0.00316	0.0093	0.00624	0.00133	0.00307	0.00542	0.00468	0.00233	0.0064	0.00441	0.00379	0.00436	0.0022	0.00349	0.00566	0.00445	0.00372	0.00803	0.00434	0.00478	0.00469	0.138
b2169	Multiphosphoryl transfer protein OS=Escherichia coli (strain K12) GN=fruB PE=1 SV=1	fruB	0.0198	0.0388	0.0259	0.00905	0.0118	0.0256	0.0169	0.00892	0.0175	0.0147	0.0135	0.0117	0.0161	0.0279	0.0269	0.0356	0.0211	0.0233	0.0174	0.0122	0.0109	0.454
b2171	Elongation factor P-like protein OS=Escherichia coli (strain K12) GN=yeiP PE=1 SV=1	yeiP	0.126	0.161	0.205	0.0549	0.0842	0.0946	0.104	0.0761	0.0673	0.0485	0.0367	0.03	0.0248	0.0196	0.0813	0.094	0.0912	0.0669	0.0715	0.0701	0.0781	0.103
b2172	Uncharacterized oxidoreductase yeiQ OS=Escherichia coli (strain K12) GN=yeiQ PE=3 SV=1	yeiQ	0.0000439	0.000386		0.00000324	0.000123	0.0000429	0.0000838	0.0000105	0.00000477	0.0000394	0.0000106	0.00000313	0.0000466	0.0000794	0.0000658	0.0000173	0.00000394			0.00000198	0.0000277	
b2173	Uncharacterized protein YeiR OS=Escherichia coli (strain K12) GN=yeiR PE=3 SV=2	yeiR	0.00327	0.0055	0.00321	0.00127	0.00147	0.00185	0.00158	0.00144	0.00124	0.00123	0.000605	0.000567	0.000871	0.00044	0.00238	0.003	0.00209	0.00177	0.00135	0.000982	0.0017	0.00264
b2174	Inner membrane protein yeiU OS=Escherichia coli (strain K12) GN=yeiU PE=1 SV=2	yeiU	0.000758	0.00246	0.00168	0.0000559	0.000331	0.0000897	0.000164	0.000178	0.000596	0.000403	0.000319	0.000104	0.0000923	0.0000813	0.000352	0.000951	0.000305	0.00077	0.00032	0.000184	0.000331	0.00108
b2175	Lipoprotein spr OS=Escherichia coli (strain K12) GN=spr PE=1 SV=1	mepS	0.0622	0.0145	0.0229	0.0534	0.107	0.0208	0.084	0.113	0.0547	0.0462	0.0344	0.0219	0.00465	0.00461	0.00757	0.0205	0.00819	0.0143	0.0983	0.0657	0.124	0.0843
b2176	Protein Rtn OS=Escherichia coli (strain K12) GN=rtn PE=2 SV=1	rtn	0.0000728	0.0000347	0.0000738	0.0000422	0.000301	0.000434	0.0000257	0.00045	0.000568	0.000564	0.000568	0.00064	0.0000286	0.00000107	0.00000857	0.000000565	0.0000292	0.0000417	0.0000528	0.0000398	0.0000335	0.000025
b2177	Uncharacterized protein yejA OS=Escherichia coli (strain K12) GN=yejA PE=4 SV=3	yejA	0.0012	0.00177		0.0024	0.0019	0.00192	0.0018	0.00125	0.00204	0.000907	0.00176	0.00201	0.00104	0.000565	0.00146	0.00136	0.00238			0.00161	0.00232	
b2181	Uncharacterized protein yejG OS=Escherichia coli (strain K12) GN=yejG PE=4 SV=1	yejG	0.00197	0.00348		0.0011	0.00184	0.00154	0.00171	0.00143	0.00127	0.00168	0.00274	0.000537	0.00079	0.000902	0.00337	0.00247	0.00354			0.000714	0.00119	
b2183	Ribosomal small subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rsuA PE=1 SV=1	rsuA	0.0648	0.0779	0.0688	0.0351	0.0481	0.0482	0.0539	0.0391	0.0406	0.0349	0.0281	0.0228	0.0316	0.0258	0.0684	0.0677	0.0579	0.0647	0.0463	0.035	0.0478	0.0635
b2185	50S ribosomal protein L25 OS=Escherichia coli (strain K12) GN=rplY PE=1 SV=1	rplY	0.357	0.808	0.526	0.175	0.226	0.275	0.275	0.202	0.225	0.168	0.135	0.105	0.166	0.156	0.355	0.349	0.378	0.342	0.236	0.143	0.222	0.309
b2186	Nucleoid-associated protein YejK OS=Escherichia coli (strain K12) GN=yejK PE=1 SV=3	yejK	0.0522	0.072	0.0687	0.0301	0.0455	0.0367	0.0418	0.0358	0.0399	0.0349	0.0304	0.0324	0.0248	0.0218	0.0364	0.0407	0.0372	0.0471	0.0478	0.0383	0.0486	0.0535
b2187	UPF0352 protein yejL OS=Escherichia coli (strain K12) GN=yejL PE=1 SV=1	yejL	0.0041	0.00687	0.00451	0.00207	0.00289	0.003	0.00312	0.00311	0.00262	0.00209	0.0021	0.00172	0.00295	0.00298	0.00691	0.00522	0.00568	0.00366	0.00352	0.00244	0.00297	0.0036
b2188	Inner membrane protein yejM OS=Escherichia coli (strain K12) GN=yejM PE=1 SV=1	yejM	0.00268	0.00517	0.00447	0.00304	0.00344	0.00713	0.00406	0.00405	0.0105	0.0106	0.0107	0.0125	0.00245	0.00275	0.00371	0.00445	0.00439	0.00444	0.00551	0.00273	0.00388	0.00611
b2193	Nitrate/nitrite response regulator protein narP OS=Escherichia coli (strain K12) GN=narP PE=3 SV=1	narP	0.00982	0.0319	0.0169	0.00569	0.0106	0.0118	0.00978	0.00845	0.0069	0.00711	0.00591	0.00485	0.00216	0.00137	0.0062	0.0118	0.00716	0.00819	0.0109	0.00835	0.0125	0.0107
b2206	Periplasmic nitrate reductase OS=Escherichia coli (strain K12) GN=napA PE=1 SV=3	napA	0.000108	0.00134		0.00000746	0.00014	0.000211	0.000387	0.00246	0.0000718	0.0004	0.000719	0.000201	0.00157	0.000119	0.0000598	0.0000349	0.000103			0.0000605	0.000418	
